name	source	about	first_release	types	paradigms	website
simula	https://en.wikipedia.org/wiki/Simula	Simula is the name of two simulation programming languages, Simula I and Simula 67, developed in the 1960s at the Norwegian Computing Center in Oslo, by Ole-Johan Dahl and Kristen Nygaard. Syntactically, it is a fairly faithful superset of ALGOL 60,[1]:1.3.1 also influenced by the design of Simscript.[2]	1962	['Static', 'nominative']	['Multi-paradigm', 'procedural', 'imperative', 'structured', 'object-oriented']	http://www.simula67.info/
simulink	https://en.wikipedia.org/wiki/Simulink	Simulink is a MATLAB-based graphical programming environment for modeling, simulating and analyzing multidomain dynamical systems. Its primary interface is a graphical block diagramming tool and a customizable set of block libraries. It offers tight integration with the rest of the MATLAB environment and can either drive MATLAB or be scripted from it. Simulink is widely used in automatic control and digital signal processing for multidomain simulation and model-based design.[2][3]				https://www.mathworks.com/products/simulink.html
singularity	https://en.wikipedia.org/wiki/Singularity_(operating_system)	Singularity is an experimental operating system (OS) which was built by Microsoft Research between 2003 and 2010.[1] It was designed as a high dependability OS in which the kernel, device drivers, and application software were all written in managed code. Internal security uses type safety instead of hardware memory protection.	2007			http://research.microsoft.com/en-us/projects/singularity
sisal	https://en.wikipedia.org/wiki/SISAL	"SISAL (""Streams and Iteration in a Single Assignment Language"") is a general-purpose single assignment functional programming language with strict semantics, implicit parallelism, and efficient array handling. SISAL outputs a dataflow graph in Intermediary Form 1 (IF1). It was derived from VAL (Value-oriented Algorithmic Language, designed by Jack Dennis), and adds recursion and finite streams. It has a Pascal-like syntax and was designed to be a common high-level language for numerical programs on a variety of multiprocessors."	1983	['static', 'strong']	['functional', 'dataflow']	
slip	https://en.wikipedia.org/wiki/SLIP_(programming_language)	SLIP is a list processing computer programming language, invented by Joseph Weizenbaum in the 1960s. The name SLIP stands for Symmetric LIst Processor. It was first implemented as an extension to the Fortran programming language, and later embedded into MAD and ALGOL.[1] The best known program written in the language is ELIZA, an early natural language processing computer program created by Weizenbaum [2] at the MIT Artificial Intelligence Laboratory.[3]				
small	https://en.wikipedia.org/wiki/SMALL	Small Machine Algol Like Language (SMALL), is a computer programming language developed by Dr. Nevil Brownlee of the University of Auckland.	1980		['Procedural', 'imperative', 'structured', 'object-oriented']	
smalltalk	https://en.wikipedia.org/wiki/Smalltalk	"Smalltalk is an object-oriented, dynamically typed reflective programming language. Smalltalk was created as the language underpinning the ""new world"" of computing exemplified by ""human–computer symbiosis"".[2] It was designed and created in part for educational use, specifically for constructionist learning, at the Learning Research Group (LRG) of Xerox PARC by Alan Kay, Dan Ingalls, Adele Goldberg, Ted Kaehler, Diana Merry, Scott Wallace, and others during the 1970s."	1969	['Strong', 'dynamic']	['Object-oriented']	
sml	https://en.wikipedia.org/wiki/Standard_ML	Standard ML (SML) is a general-purpose, modular, functional programming language with compile-time type checking and type inference. It is popular among compiler writers and programming language researchers, as well as in the development of theorem provers.	1983	['Inferred', 'static', 'strong']	['Multi-paradigm', 'functional', 'imperative', 'modular', '[1]']	http://sml-family.org/
strongtalk	https://en.wikipedia.org/wiki/Strongtalk	Strongtalk is a Smalltalk environment with optional static typing support. Strongtalk can make some compile time checks, and offer stronger type safety guarantees; this is the source of its name. It is non-commercial, though it was originally a commercial project developed by a small startup company named LongView Technologies (trading as Animorphic Systems).	2002	['Dynamic', 'static']	['Object-oriented']	http://www.strongtalk.org/
snap!	https://en.wikipedia.org/wiki/Snap!_(programming_language)	Snap! (formerly Build Your Own Blocks or BYOB) is a free, block-based educational graphical programming language and online community aimed at students to explore, create and re-mix interactive animations, games, stories, and more, while learning about mathematical and computational ideas. While inspired by Scratch, Snap! has many advanced features. The Snap! editor, and programs created in it, are web applications that run in the browser (like Scratch 2 and 3) without requiring installation. [Note 2]	2011	['dynamic']	['object-oriented', 'educational', 'event-driven']	http://snap.berkeley.edu/
snobol	https://en.wikipedia.org/wiki/SNOBOL	"SNOBOL (""StriNg Oriented and symBOlic Language"") is a series of programming languages developed between 1962 and 1967 at AT&T Bell Laboratories by David J. Farber, Ralph E. Griswold and Ivan P. Polonsky, culminating in SNOBOL4. It was one of a number of text-string-oriented languages developed during the 1950s and 1960s; others included COMIT and TRAC."	1962		['Imperative', 'unstructured']	http://www.snobol4.org/
spitbol	https://en.wikipedia.org/wiki/SPITBOL_compiler	SPITBOL (Speedy Implementation of SNOBOL) is a compiled implementation of the SNOBOL4 programming language. Originally targeted for the IBM System/360 and System/370 family of computers, it has now been ported to most major microprocessors including the SPARC. It was created by Robert Dewar and Ken Belcher, who were then at the Illinois Institute of Technology.				
snowball	https://en.wikipedia.org/wiki/Snowball_programming_language	Snowball is a small string processing programming language designed for creating stemming algorithms for use in information retrieval.[1]				
sol	https://en.wikipedia.org/wiki/Secure_Operations_Language	The Secure Operations Language (SOL) was developed jointly by the United States Naval Research Laboratory and Utah State University in the United States. SOL is a domain-specific synchronous programming language for developing distributed applications and is based on software engineering principles developed in the Software Cost Reduction project at the Naval Research Laboratory in the late 1970s and early 1980s. SOL is intended to be a domain-specific language for developing service-based systems. Concurrently, a domain-specific extension of Java (SOLj) is being developed (FTDCS 2007) Application domains include sensor networks, defense and space systems, healthcare delivery, power control, etc.				
solidity	https://en.wikipedia.org/wiki/Solidity	Solidity is an object-oriented programming language for writing smart contracts.[1] It is used for implementing smart contracts[2] on various blockchain platforms, most notably, Ethereum.[3] It was developed by Christian Reitwiessner, Alex Beregszaszi, and several former Ethereum core contributors to enable writing smart contracts on blockchain platforms such as Ethereum.[4]				https://github.com/ethereum/solidity
sophaeros	https://en.wikipedia.org/wiki/SOPHAEROS	SOPHAEROS is a computer code, used by the AECL and French Nuclear program to simulate the transfer of fission products in the reactor chamber. It models fission product behaviour using a set of aerosol dynamic rules, and is used by AECL in fuel channel safety analyses.				
source	https://en.wikipedia.org/wiki/Source_(programming_language)	Source is a family of sublanguages of JavaScript, developed for the textbook Structure and Interpretation of Computer Programs, JavaScript Adaptation (SICP JS). The JavaScript sublanguages Source §1, Source §2, Source §3 and Source §4 are designed to be just powerful enough to support all examples of the respective chapter of the textbook.	2017	['Dynamic', 'duck']	['Multi-paradigm', 'scripting', 'imperative', 'procedural', 'functional']	https://source-academy.github.io/source/
spark	https://en.wikipedia.org/wiki/SPARK_(programming_language)	SPARK is a formally defined computer programming language based on the Ada programming language, intended for the development of high integrity software used in systems where predictable and highly reliable operation is essential. It facilitates the development of applications that demand safety, security, or business integrity.		['static', 'strong', 'safe', 'nominative']	['Multi-paradigm']	http://www.adacore.com/sparkpro/
speakeasy	https://en.wikipedia.org/wiki/Speakeasy_(computational_environment)	Speakeasy is a numerical computing interactive environment also featuring an interpreted programming language. It was initially developed for internal use at the Physics Division of Argonne National Laboratory by the theoretical physicist Stanley Cohen.[4] He eventually founded Speakeasy Computing Corporation to make the program available commercially.				http://speakeasy.com/
speedcode	https://en.wikipedia.org/wiki/Speedcoding	Speedcoding or Speedcode was the first high-level programming language created for an IBM computer.[1] The language was developed by John Backus in 1953 for the IBM 701 to support computation with floating point numbers.[2] Here high level means symbolic and aiming for natural language expressivity as a goal as opposed to machine or hardware instruction oriented coding.	1953	['strong', 'static', 'manifest']	['structured', 'object-oriented', 'generic']	
spin	https://en.wikipedia.org/wiki/Parallax_Propeller	The Parallax P8X32A Propeller is a multi-core processor parallel computer architecture microcontroller chip with eight 32-bit reduced instruction set computer (RISC) central processing unit (CPU) cores.[1][2] Introduced in 2006, it is designed and sold by Parallax, Inc.				
sp/k	https://en.wikipedia.org/wiki/SP/k	SP/k is a programming language developed circa 1974[1] by R.C. Holt, D.B. Wortman, D.T. Barnard and J.R. Cordy as a subset of the PL/I programming language designed for teaching programming. It was used for about a decade at over 40 universities, schools, and research laboratories in Canada and the United States.	1974	['static', 'strong']	['structured', 'imperative']	
sps	https://en.wikipedia.org/wiki/IBM_1401_Symbolic_Programming_System	"The IBM 1401 Symbolic Programming System (SPS) was an assembler that was developed by Gary Mokotoff, IBM Applied Programming Department, for the IBM 1401 computer, the first of the IBM 1400 series. One source indicates that ""This programming system was announced by IBM with the machine.""[1]"				
sql	https://en.wikipedia.org/wiki/SQL	"SQL (/ˌɛsˌkjuːˈɛl/ (listen) S-Q-L,[4] /ˈsiːkwəl/ ""sequel""; Structured Query Language)[5] is a domain-specific language used in programming and designed for managing data held in a relational database management system (RDBMS), or for stream processing in a relational data stream management system (RDSMS). It is particularly useful in handling structured data, i.e. data incorporating relations among entities and variables."	1974	['Static', 'strong']	['Declarative']	https://www.iso.org/standard/63555.html
sqr	https://en.wikipedia.org/wiki/SQR	SQR (Hyperion SQR Production Reporting, Part of OBIEE) is a programming language designed for generating reports from database management system management systems. The name is an abbreviation of Structured Query Reporter, which suggests its relationship to SQL (Structured Query Language). Any SQL statement can be embedded in an SQR program.				
squeak	https://en.wikipedia.org/wiki/Squeak	The Squeak programming language is a dialect of Smalltalk. It is object-oriented, class-based, and reflective.	1996	['Dynamic']	['object-oriented']	http://www.squeak.org/
squirrel	https://en.wikipedia.org/wiki/Squirrel_(programming_language)	Squirrel is a high level imperative, object-oriented programming language, designed to be a lightweight scripting language that fits in the size, memory bandwidth, and real-time requirements of applications like video games and embedded systems.	2003	['Dynamic']	['Multi-paradigm', 'scripting', 'imperative', 'functional', 'object-oriented']	http://squirrel-lang.org/
sr	https://en.wikipedia.org/wiki/SR_(programming_language)	SR (short for Synchronizing Resources) is a programming language designed for concurrent programming.				
s/sl	https://en.wikipedia.org/wiki/S/SL_programming_language	The Syntax/Semantic Language (S/SL) is an executable high level specification language for recursive descent parsers, semantic analyzers and code generators developed by James Cordy, Ric Holt and David Wortman at the University of Toronto in 1980.[1]				
starlogo	https://en.wikipedia.org/wiki/Starlogo	StarLogo is an agent-based simulation language developed by Mitchel Resnick, Eric Klopfer, and others at the Massachusetts Institute of Technology (MIT) Media Lab and Scheller Teacher Education Program in Massachusetts. It is an extension of the Logo programming language, a dialect of Lisp. Designed for education, StarLogo can be used by students to model or simulate the behavior of decentralized systems.	2001	['duck', 'dynamic', 'strong']	['Multi-paradigm', 'educational', 'procedural', 'agent-based', 'simulation']	http://www.slnova.org/
strand	https://en.wikipedia.org/wiki/Strand_(programming_language)	Strand is a high-level symbolic language for parallel computing, similar in syntax to Prolog.				
stata	https://en.wikipedia.org/wiki/Stata	Stata is a general-purpose statistical software package created in 1985 by StataCorp. Most of its users work in research, especially in the fields of economics, sociology, political science, biomedicine, and epidemiology.[2]	1985			https://www.stata.com/
stateflow	https://en.wikipedia.org/wiki/Stateflow	Stateflow (developed by MathWorks) is a control logic tool used to model reactive systems via state machines and flow charts within a Simulink model. Stateflow uses a variant of the finite-state machine notation established by David Harel, enabling the representation of hierarchy, parallelism and history within a state chart.[2][3] Stateflow also provides state transition tables and truth tables.				http://www.mathworks.com/products/stateflow?s_cid=wiki_stateflow_2
subtext	https://en.wikipedia.org/wiki/Subtext_(programming_language)	Subtext is a moderately visual programming language and environment, for writing application software. It is an experimental, research attempt to develop a new programming model, called Example Centric Programming, by treating copied blocks as first class prototypes, for program structure. It uses live text, similar to what occurs in spreadsheets as users update cells, for frequent feedback. It is intended to eventually be developed enough to become a practical language for daily use. It is planned to be open software; the license is not yet determined.				
sbl	https://en.wikipedia.org/wiki/Superbase_database	Superbase is an end-user desktop database program that started on the Commodore 64 and was ported from that to various operating systems over the course of more than 20 years. It also has generally included a programming language to automate database-oriented tasks, and with later versions included WYSIWYG form and report designers as well as more sophisticated programming capabilities.	1983			http://www.superbase.com/
supercollider	https://en.wikipedia.org/wiki/SuperCollider	SuperCollider is an environment and programming language originally released in 1996 by James McCartney for real-time audio synthesis and algorithmic composition.[4][5]	1996			http://supercollider.github.io/
supertalk	https://en.wikipedia.org/wiki/SuperTalk	SuperTalk is the scripting language used in SuperCard. SuperTalk is a descendant of HyperTalk.				
swift	https://en.wikipedia.org/wiki/Swift_(programming_language)	Swift is a general-purpose, multi-paradigm, compiled programming language developed by Apple Inc. and the open-source community, first released in 2014. Swift was developed as a replacement for Apple's earlier programming language Objective-C, as Objective-C had been largely unchanged since the early 1980s and lacked modern language features. Swift works with Apple's Cocoa and Cocoa Touch frameworks, and a key aspect of Swift's design was the ability to interoperate with the huge body of existing Objective-C code developed for Apple products over the previous decades. It is built with the open source LLVM compiler framework and has been included in Xcode since version 6, released in 2014. On Apple platforms,[11] it uses the Objective-C runtime library which allows C, Objective-C, C++ and Swift code to run within one program.[12]	2014	['Static', 'strong', 'inferred']	['Multi-paradigm', 'protocol-oriented', 'object-oriented', 'functional', 'imperative', 'block structured', 'Declarative programming']	https://swift.org/
swift	https://en.wikipedia.org/wiki/Swift_(parallel_scripting_language)	Swift[1] is an implicitly parallel programming language that allows writing scripts that distribute program execution across distributed computing resources,[2] including clusters, clouds, grids, and supercomputers. Swift implementations are open-source software under the Apache License, version 2.0.	2007	['Strong']	['Dataflow', 'distributed', 'grid', 'concurrent', 'scientific workflow', 'scripting']	http://swift-lang.org/
sympl	https://en.wikipedia.org/wiki/SYMPL	SYMPL is an obsolete programming language developed by the Control Data Corporation (CDC) for use on the CDC 6000 series computer systems in the 1970s and 1980s. It was based on a subset of CDCs version of JOVIAL, as an alternative to assembly language. A number of important CDC software products were implemented in SYMPL, including compilers, libraries, a full-screen editor, and major subsystems.				
systemverilog	https://en.wikipedia.org/wiki/SystemVerilog	SystemVerilog, standardized as IEEE 1800, is a hardware description and hardware verification language used to model, design, simulate, test and implement electronic systems. SystemVerilog is based on Verilog and some extensions, and since 2008 Verilog is now part of the same IEEE standard. It is commonly used in the semiconductor and electronic design industry as an evolution of Verilog.	2002	['Static', 'weak']	['Structured', 'Object-oriented']	
t	https://en.wikipedia.org/wiki/T_(programming_language)	The programming language T is a dialect of the language Scheme developed in the early 1980s by Jonathan A. Rees, Kent M. Pitman, and Norman I. Adams of Yale University as an experiment in language design and implementation.[1]	1982	['dynamic', 'strong']	['Multi-paradigm', 'object-oriented', 'imperative', 'functional', 'meta']	http://mumble.net/~jar/tproject
tacl	https://en.wikipedia.org/wiki/TACL	TACL (the Tandem Advanced Command Language) is the scripting programming language used in Tandem Computers. TACL is the shell.				
tacpol	https://en.wikipedia.org/wiki/TACPOL_(programming_language)	TACPOL (Tactical Procedure Oriented Language) is a block structured programming language developed by the United States Army for the TACFIRE Tactical Fire Direction command and control application. TACPOL is similar to PL/I.				
tads	https://en.wikipedia.org/wiki/TADS	Text Adventure Development System (TADS) is a prototype-based domain-specific programming language and set of standard libraries for creating interactive fiction (IF) games.	1988	['Strong typing', 'type inference']	['prototype-based', 'domain-specific']	http://www.tads.org/
tal	https://en.wikipedia.org/wiki/Transaction_Application_Language	"Transaction Application Language or TAL (originally ""Tandem Application Language"") is a block-structured, procedural language optimized for use on Tandem hardware. TAL resembles a cross between C and Pascal. It was the original system programming language for the Tandem CISC machines, which had no assembler."				
tcl	https://en.wikipedia.org/wiki/Tcl	"Tcl (pronounced ""tickle"" or as an initialism[6]) is a high-level, general-purpose, interpreted, dynamic programming language. It was designed with the goal of being very simple but powerful.[7] Tcl casts everything into the mold of a command, even programming constructs like variable assignment and procedure definition.[8] Tcl supports multiple programming paradigms, including object-oriented, imperative and functional programming or procedural styles."	1988	['Dynamic typing', 'string']	['Multi-paradigm', 'event-driven', 'functional', 'imperative', 'object-oriented']	https://www.tcl-lang.org/
tea	https://en.wikipedia.org/wiki/Tea_(programming_language)	Tea is a high-level scripting language for the Java environment. It combines features of Scheme, Tcl, and Java.[1][2]	1997		['Multi-paradigm', 'Functional', 'Object-oriented', 'class-based']	http://www2.pdmfc.com/tea
teco	https://en.wikipedia.org/wiki/Text_Editor_and_Corrector	TECO (Tee'koh[1] / /ˈtiːkoʊ/), Text Editor & Corrector[2][3][4] is both a character-oriented text editor and a programming language,[5][6] that was developed in 1962 for use on Digital Equipment Corporation computers, and has since become available on PCs and Unix. Dan Murphy developed TECO while a student at the Massachusetts Institute of Technology (MIT).[5]	1962			
telcomp	https://en.wikipedia.org/wiki/TELCOMP	TELCOMP was a programming language developed at Bolt, Beranek and Newman (BBN) in about 1964 and in use until at least 1974. BBN offered TELCOMP as a paid service, with first revenue in October 1965.[1] The service was sold to a company called On-Line Systems in 1972. In the United Kingdom, TELCOMP was offered by Time Sharing, Ltd, a partnership between BBN and an entrepreneur named Richard Evans.	1965			
tex	https://en.wikipedia.org/wiki/TeX	"TeX (/tɛx, tɛk/, see below), stylized within the system as TEX, is a typesetting system (or a ""formatting system"") which was designed and mostly written by Donald Knuth[1] and released in 1978. TeX is a popular means of typesetting complex mathematical formulae; it has been noted as one of the most sophisticated digital typographical systems.[2]"	1978			http://tug.org/
tex	https://en.wikipedia.org/wiki/Text_Executive_Programming_Language	In 1979, Honeywell Information Systems announced a new programming language for their time-sharing service named TEX, an acronym for the Text Executive text processing system. TEX was a first generation scripting language, developed around the time of AWK and used by Honeywell initially as an in-house system test automation tool.				
tie	https://en.wikipedia.org/wiki/Tensilica_Instruction_Extension	Tensilica Instruction Extension refers to the proprietary language that is used to customize Tensilica's Xtensa processor core architecture.				
tmg	https://en.wikipedia.org/wiki/TMG_(language)	TMG (TransMoGrifier) is a recursive descent compiler-compiler[5] created by Robert M. McClure and presented in 1965.[6][7][8] TMG ran on systems like OS/360 and early Unix.[9] It was used to build EPL, an early version of PL/I.[9]	1963			
tom	https://en.wikipedia.org/wiki/Tom_(pattern_matching_language)	Tom is a programming language[2] particularly well-suited for programming various transformations on tree structures and XML based documents. Tom is a language extension which adds new matching primitives to C and Java[3] as well as support for rewrite rules systems.[4] The rules can be controlled using a strategy[5] language.				http://tom.loria.fr/
toi	https://en.wikipedia.org/wiki/Toi_(programming_language)	Toi is an imperative, type-sensitive language that provides the basic functionality of a programming language. The language was designed and developed from the ground-up by Paul Longtine.[1] Written in C, Toi was created with the intent to be an educational experience and serves as a learning tool (or toy, hence the name) for those looking to familiarize themselves with the inner-workings of a programming language.[2][dead link]				
topspeed	https://en.wikipedia.org/wiki/Clarion_(programming_language)	Clarion is a commercial, proprietary, fourth-generation programming language (4GL), multi-paradigm, programming language and integrated development environment (IDE) from SoftVelocity used to program database applications. It is compatible with indexed sequential access method (ISAM), Structured Query Language (SQL), and ActiveX Data Objects (ADO) data access methods, reads and writes several flat file desktop database formats including ASCII, comma-separated values (CSV), DOS (binary), FoxPro, Clipper, dBase, and some relational databases via ODBC, Microsoft SQL Server, Sybase SQL Anywhere, and Oracle Database through the use of accelerated native database drivers, and XML, Clarion can be used to output to HTML, XML, plain text, and Portable Document Format (PDF), among others.	1986		['Imperative', 'structured', 'object-oriented']	http://www.softvelocity.com/
tpu	https://en.wikipedia.org/wiki/Text_Processing_Utility	DEC Text Processing Utility (or DECTPU)[1][2] was a language developed by Digital Equipment Corporation (DEC) for developing text editors.				
trac	https://en.wikipedia.org/wiki/TRAC_(programming_language)	"TRAC (for Text Reckoning And Compiling) Language is a programming language developed between 1959-1964 by Calvin Mooers and first implemented on the PDP-1 in 1964 by L. Peter Deutsch.[2] It was one of three ""first languages"" recommended by Ted Nelson in Computer Lib. TRAC T64 was used until at least 1984, when Mooers updated it to TRAC T84.[2]"	1964		['general-purpose macro processor']	
ttm	https://en.wikipedia.org/wiki/TTM_(programming_language)	TTM is a string oriented, general purpose macro processing programming language developed in 1968 by Steven Caine and E. Kent Gordon at the California Institute of Technology.	1968		['general-purpose macro processor']	
t-sql	https://en.wikipedia.org/wiki/Transact-SQL	Transact-SQL (T-SQL) is Microsoft's and Sybase's proprietary extension to the SQL (Structured Query Language) used to interact with relational databases. T-SQL expands on the SQL standard to include procedural programming, local variables, various support functions for string processing, date processing, mathematics, etc. and changes to the DELETE and UPDATE statements.				
transcript	https://en.wikipedia.org/wiki/Transcript_(programming_language)	LiveCode (formerly Revolution and MetaCard[3]) is a cross-platform[4] rapid application development runtime system inspired by HyperCard. It features the LiveCode Script (formerly MetaTalk) programming language which belongs to the family of xTalk scripting languages like HyperCard's HyperTalk.[5][6]	2001			http://livecode.org/
ttcn	https://en.wikipedia.org/wiki/TTCN	TTCN is a programming language used for testing of communication protocols and web services. A TTCN test suite consists of many test cases written in the TTCN programming language. Until version 2 the language was written in tables and called Tree and Tabular Combined Notation. Reading and editing this language required special TTCN editors. Beginning with version 3 TTCN was renamed to Testing and Test Control Notation. It is now closer to current programming languages and can be edited with traditional editors. TTCN-3 is more flexible than TTCN-2 in that it can be used for protocol testing as well as testing traditional software.				
turing	https://en.wikipedia.org/wiki/Turing_(programming_language)	Turing is a Pascal-like programming language developed in 1982 by Ric Holt and James Cordy, then of University of Toronto, in Toronto, Ontario, Canada. Turing is a descendant of Euclid, Pascal and SP/k that features a clean syntax and precise machine-independent semantics.	1982	['static', 'manifest']	['multi-paradigm', 'object-oriented', 'procedural']	
tutor	https://en.wikipedia.org/wiki/TUTOR_(programming_language)	"TUTOR, also known as PLATO Author Language, is a programming language developed for use on the PLATO system at the University of Illinois at Urbana-Champaign beginning in roughly 1965. TUTOR was initially designed by Paul Tenczar for use in computer assisted instruction (CAI) and computer managed instruction (CMI) (in computer programs called ""lessons"") and has many features for that purpose. For example, TUTOR has powerful answer-parsing and answer-judging commands, graphics, and features to simplify handling student records and statistics by instructors. TUTOR's flexibility, in combination with PLATO's computational power (running on what was considered a supercomputer in 1972), also made it suitable for the creation of games — including flight simulators, war games, dungeon style multiplayer role-playing games, card games, word games, and medical lesson games such as Bugs and Drugs (BND). TUTOR lives on today as the programming language for the Cyber1 PLATO System,[2] which runs most of the source code from 1980s PLATO and has roughly 5000 users as of June 2020."	1969		['imperative', 'procedural']	
txl	https://en.wikipedia.org/wiki/TXL_(programming_language)	"TXL is a special-purpose programming language originally designed by Charles Halpern-Hamu and James Cordy at the University of Toronto in 1985. The acronym ""TXL"" originally stood for ""Turing eXtender Language"" after the language's original purpose, the specification and rapid prototyping of variants and extensions of the Turing programming language, but no longer has any meaningful interpretation."			['Pattern-matching', 'Term-rewriting']	https://www.txl.ca/
typescript	https://en.wikipedia.org/wiki/TypeScript	TypeScript is a programming language developed and maintained by Microsoft. It is a strict syntactical superset of JavaScript and adds optional static typing to the language. TypeScript is designed for the development of large applications and transcompiles to JavaScript.[5] As TypeScript is a superset of JavaScript, existing JavaScript programs are also valid TypeScript programs.	2012	['Duck', 'gradual', 'structural', '[4]']	['Multi-paradigm', 'functional', 'generic', 'imperative', 'object-oriented']	https://www.typescriptlang.org/
tynker	https://en.wikipedia.org/wiki/Tynker	Tynker is an educational programming platform aimed at teaching children how to make games and programs. Instead of typing the source code, you visually drag blocks of code and snap them together. The visual design and principles are based on the free Scratch, just like Hopscotch and Snap!. Tynker is based on HTML5 and JavaScript, and can be used in the browser without plugins, as well as on tablets and smartphones.[1] Another difference is that Scratch is a free open source project, while Tynker is a commercial product, aimed at selling courses.[2] Tynker offers self-paced online courses for children to learn coding at home, as well as an engaging programming curriculum for schools and camps. It makes it easier for kids to learn coding as it teaches kids coding through creating games like Minecraft, Hour of Code etc.				http://tynker.com/
ubercode	https://en.wikipedia.org/wiki/Ubercode	Ubercode is a high level programming language designed by Ubercode Software and released in 2005 for Microsoft Windows. Ubercode is influenced by Eiffel and BASIC. It is proprietary software and can be tried out for free for 30 days. Ubercode has the following design goals:				
ucsd pascal	https://en.wikipedia.org/wiki/UCSD_Pascal	UCSD Pascal is a Pascal programming language system that runs on the UCSD p-System, a portable, highly machine-independent operating system. UCSD Pascal was first released in 1977. It was developed at the University of California, San Diego (UCSD).	1977			
umple	https://en.wikipedia.org/wiki/Umple	"Umple is a language for both object-oriented programming and modelling with class diagrams and state diagrams. The name Umple is a portmanteau of ""UML"", ""ample"" and ""Simple"",[1] indicating that it is designed to provide ample features to extend programming languages with UML capabilities."	2008	['static']	['object-oriented']	http://www.umple.org/
unicon	https://en.wikipedia.org/wiki/Unicon_(programming_language)	"Unicon is a programming language designed by American computer scientist Clint Jeffery with collaborators including Shamim Mohamed, Jafar Al Gharaibeh, Robert Parlett and others. Unicon descended from Icon and a preprocessor for Icon called IDOL. Compared with Icon, Unicon offers better access to the operating system as well as support for object-oriented programming. Unicon began life as a merger of three popular Icon extensions: an OO preprocessor named Idol, a POSIX filesystem and networking interface, and an ODBC facility. The name is shorthand for ""Unified Extended Dialect of Icon."""			['object-oriented', 'procedural']	http://unicon.sourceforge.net/
uniface	https://en.wikipedia.org/wiki/Uniface_(programming_language)	Uniface is a low-code development and deployment platform for enterprise applications that can run in a large range of runtime environments, including mobile, mainframe, web, Service-oriented architecture (SOA), Windows, Java EE and .NET. Uniface is a model-driven, Rapid Application Development (RAD) environment used to create mission-critical applications.				http://uniface.com/
unity	https://en.wikipedia.org/wiki/UNITY_(programming_language)	UNITY is a programming language constructed by K. Mani Chandy and Jayadev Misra for their book Parallel Program Design: A Foundation. It is a theoretical language which focuses on what, instead of where, when or how. The language contains no method of flow control, and program statements run in a nondeterministic way until statements cease to cause changes during execution. This allows for programs to run indefinitely, such as auto-pilot or power plant safety systems, as well as programs that would normally terminate (which here converge to a fixed point).				
unix shell	https://en.wikipedia.org/wiki/Unix_shell	A Unix shell is a command-line interpreter or shell that provides a command line user interface for Unix-like operating systems. The shell is both an interactive command language and a scripting language, and is used by the operating system to control the execution of the system using shell scripts.[2]				
unrealscript	https://en.wikipedia.org/wiki/UnrealScript	The Unreal Engine is a game engine developed by Epic Games, first showcased in the 1998 first-person shooter game Unreal. Although initially developed for first-person shooters, it has been used in a variety of genres, including platformers, fighting games, and MMORPGs, and has seen adoption by other markets, most notably the film and television industry. Written in C++, the Unreal Engine features a high degree of portability, supporting a wide range of platforms.				http://www.unrealengine.com/
vala	https://en.wikipedia.org/wiki/Vala_(programming_language)	Vala is an object-oriented programming language with a self-hosting compiler that generates C code and uses the GObject system.	2006	['static', 'strong']	['Multi-paradigm', 'imperative', 'structured', 'object-oriented']	https://wiki.gnome.org/Projects/Vala
verilog	https://en.wikipedia.org/wiki/Verilog	Verilog, standardized as IEEE 1364, is a hardware description language (HDL) used to model electronic systems. It is most commonly used in the design and verification of digital circuits at the register-transfer level of abstraction. It is also used in the verification of analog circuits and mixed-signal circuits, as well as in the design of genetic circuits.[1] In 2009, the Verilog standard (IEEE 1364-2005) was merged into the SystemVerilog standard, creating IEEE Standard 1800-2009. Since then, Verilog is officially part of the SystemVerilog language. The current version is IEEE standard 1800-2017.[2]	1984	['Static', 'weak']	['Structured']	
vhdl	https://en.wikipedia.org/wiki/VHDL	VHDL (VHSIC-HDL, Very High Speed Integrated Circuit Hardware Description Language) is a hardware description language used in electronic design automation to describe digital and mixed-signal systems such as field-programmable gate arrays and integrated circuits. VHDL can also be used as a general-purpose parallel programming language.	1980	['strong']	['concurrent', 'reactive', 'dataflow']	http://www.eda-twiki.org/cgi-bin/view.cgi/P1076/WebHome
vim script	https://en.wikipedia.org/wiki/Vim_(text_editor)	"Vim (/vɪm/;[2] a contraction of Vi IMproved) is a clone, with additions, of Bill Joy's vi text editor program for Unix. Vim's author, Bram Moolenaar, based it on the source code for a port of the Stevie editor to the Amiga[3] and released a version to the public in 1991. Vim is designed for use both from a command-line interface and as a standalone application in a graphical user interface. Vim is free and open-source software and is released under a license that includes some charityware clauses, encouraging users who enjoy the software to consider donating to children in Uganda.[4] The license is compatible with the GNU General Public License through a special clause allowing distribution of modified copies ""under the GNU GPL version 2 or any later version"".[5]"	1991			https://www.vim.org/
viper	https://en.wikipedia.org/wiki/Ethereum	Ethereum is a decentralized, open-source blockchain featuring smart contract functionality. Ether (ETH) is the native cryptocurrency of the platform. It is the second-largest cryptocurrency by market capitalization, after Bitcoin.[1] Ethereum is the most actively used blockchain.[2][3]	2015			http://ethereum.org/
